sample_id,run_id,sample_event,phase,timepoint,replicate,article_id,readout_groups,storage_or_handoff
ZRCND-C-no_module_static_control-R2-0h-initial,ZRCND-C-no_module_static_control-R2-0h,initial,C,0 h,2,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R2-0h-final,ZRCND-C-no_module_static_control-R2-0h,final,C,0 h,2,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R2-24h-initial,ZRCND-C-no_module_static_control-R2-24h,initial,C,24 h,2,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R2-24h-final,ZRCND-C-no_module_static_control-R2-24h,final,C,24 h,2,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R2-4h-initial,ZRCND-C-no_module_static_control-R2-4h,initial,C,4 h,2,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R2-4h-final,ZRCND-C-no_module_static_control-R2-4h,final,C,4 h,2,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-baseline_rc_3p5m_guard-R3-0h-initial,ZRCND-C-baseline_rc_3p5m_guard-R3-0h,initial,C,0 h,3,baseline_rc_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-baseline_rc_3p5m_guard-R3-0h-final,ZRCND-C-baseline_rc_3p5m_guard-R3-0h,final,C,0 h,3,baseline_rc_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-baseline_rc_3p5m_guard-R3-24h-initial,ZRCND-C-baseline_rc_3p5m_guard-R3-24h,initial,C,24 h,3,baseline_rc_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-baseline_rc_3p5m_guard-R3-24h-final,ZRCND-C-baseline_rc_3p5m_guard-R3-24h,final,C,24 h,3,baseline_rc_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-baseline_rc_3p5m_guard-R3-4h-initial,ZRCND-C-baseline_rc_3p5m_guard-R3-4h,initial,C,4 h,3,baseline_rc_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-baseline_rc_3p5m_guard-R3-4h-final,ZRCND-C-baseline_rc_3p5m_guard-R3-4h,final,C,4 h,3,baseline_rc_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-bulk_exchange_reference-R3-0h-initial,ZRCND-C-bulk_exchange_reference-R3-0h,initial,C,0 h,3,bulk_exchange_reference,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-bulk_exchange_reference-R3-0h-final,ZRCND-C-bulk_exchange_reference-R3-0h,final,C,0 h,3,bulk_exchange_reference,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-bulk_exchange_reference-R3-24h-initial,ZRCND-C-bulk_exchange_reference-R3-24h,initial,C,24 h,3,bulk_exchange_reference,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-bulk_exchange_reference-R3-24h-final,ZRCND-C-bulk_exchange_reference-R3-24h,final,C,24 h,3,bulk_exchange_reference,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-bulk_exchange_reference-R3-4h-initial,ZRCND-C-bulk_exchange_reference-R3-4h,initial,C,4 h,3,bulk_exchange_reference,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-bulk_exchange_reference-R3-4h-final,ZRCND-C-bulk_exchange_reference-R3-4h,final,C,4 h,3,bulk_exchange_reference,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-lead_zrc_nd_3p5m_guard-R3-0h-initial,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-0h,initial,C,0 h,3,lead_zrc_nd_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-lead_zrc_nd_3p5m_guard-R3-0h-final,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-0h,final,C,0 h,3,lead_zrc_nd_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-lead_zrc_nd_3p5m_guard-R3-24h-initial,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-24h,initial,C,24 h,3,lead_zrc_nd_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-lead_zrc_nd_3p5m_guard-R3-24h-final,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-24h,final,C,24 h,3,lead_zrc_nd_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-lead_zrc_nd_3p5m_guard-R3-4h-initial,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-4h,initial,C,4 h,3,lead_zrc_nd_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-lead_zrc_nd_3p5m_guard-R3-4h-final,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-4h,final,C,4 h,3,lead_zrc_nd_3p5m_guard,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R3-0h-initial,ZRCND-C-no_module_static_control-R3-0h,initial,C,0 h,3,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R3-0h-final,ZRCND-C-no_module_static_control-R3-0h,final,C,0 h,3,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R3-24h-initial,ZRCND-C-no_module_static_control-R3-24h,initial,C,24 h,3,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R3-24h-final,ZRCND-C-no_module_static_control-R3-24h,final,C,24 h,3,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R3-4h-initial,ZRCND-C-no_module_static_control-R3-4h,initial,C,4 h,3,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
ZRCND-C-no_module_static_control-R3-4h-final,ZRCND-C-no_module_static_control-R3-4h,final,C,4 h,3,no_module_static_control,medium_integrity;waste_clearance;factor_retention;module_performance,record local sample location and assay plate/well before analysis
