queue_order,run_id,phase,timepoint,replicate,article_id,variant_id,gate_role,readout_groups,must_have_fields,matched_control_key
88,ZRCND-B-challenge_zrc_nd_10m_guard-R3-4h,B,4 h,3,challenge_zrc_nd_10m_guard,zrc_nd_10k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|4 h|3
89,ZRCND-B-lead_zrc_nd_3p5m_guard-R3-0h,B,0 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|0 h|3
90,ZRCND-B-lead_zrc_nd_3p5m_guard-R3-1h,B,1 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|1 h|3
91,ZRCND-B-lead_zrc_nd_3p5m_guard-R3-24h,B,24 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|24 h|3
92,ZRCND-B-lead_zrc_nd_3p5m_guard-R3-4h,B,4 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|4 h|3
93,ZRCND-B-no_module_static_control-R3-0h,B,0 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|0 h|3
94,ZRCND-B-no_module_static_control-R3-1h,B,1 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|1 h|3
95,ZRCND-B-no_module_static_control-R3-24h,B,24 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|24 h|3
96,ZRCND-B-no_module_static_control-R3-4h,B,4 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,B|4 h|3
97,ZRCND-C-baseline_rc_3p5m_guard-R1-0h,C,0 h,1,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|1
98,ZRCND-C-baseline_rc_3p5m_guard-R1-24h,C,24 h,1,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|1
99,ZRCND-C-baseline_rc_3p5m_guard-R1-4h,C,4 h,1,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|1
100,ZRCND-C-bulk_exchange_reference-R1-0h,C,0 h,1,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|1
101,ZRCND-C-bulk_exchange_reference-R1-24h,C,24 h,1,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|1
102,ZRCND-C-bulk_exchange_reference-R1-4h,C,4 h,1,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|1
103,ZRCND-C-lead_zrc_nd_3p5m_guard-R1-0h,C,0 h,1,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|1
104,ZRCND-C-lead_zrc_nd_3p5m_guard-R1-24h,C,24 h,1,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|1
105,ZRCND-C-lead_zrc_nd_3p5m_guard-R1-4h,C,4 h,1,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|1
106,ZRCND-C-no_module_static_control-R1-0h,C,0 h,1,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|1
107,ZRCND-C-no_module_static_control-R1-24h,C,24 h,1,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|1
108,ZRCND-C-no_module_static_control-R1-4h,C,4 h,1,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|1
109,ZRCND-C-baseline_rc_3p5m_guard-R2-0h,C,0 h,2,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|2
110,ZRCND-C-baseline_rc_3p5m_guard-R2-24h,C,24 h,2,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|2
111,ZRCND-C-baseline_rc_3p5m_guard-R2-4h,C,4 h,2,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|2
112,ZRCND-C-bulk_exchange_reference-R2-0h,C,0 h,2,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|2
113,ZRCND-C-bulk_exchange_reference-R2-24h,C,24 h,2,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|2
114,ZRCND-C-bulk_exchange_reference-R2-4h,C,4 h,2,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|2
115,ZRCND-C-lead_zrc_nd_3p5m_guard-R2-0h,C,0 h,2,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|2
116,ZRCND-C-lead_zrc_nd_3p5m_guard-R2-24h,C,24 h,2,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|2
117,ZRCND-C-lead_zrc_nd_3p5m_guard-R2-4h,C,4 h,2,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|2
118,ZRCND-C-no_module_static_control-R2-0h,C,0 h,2,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|2
119,ZRCND-C-no_module_static_control-R2-24h,C,24 h,2,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|2
120,ZRCND-C-no_module_static_control-R2-4h,C,4 h,2,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|2
121,ZRCND-C-baseline_rc_3p5m_guard-R3-0h,C,0 h,3,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|3
